questionId,title,titleSlug,difficulty,topic
441,Arranging Coins,arranging-coins,EASY,Binary Search
456,132 Pattern,132-pattern,MEDIUM,Binary Search
475,Heaters,heaters,MEDIUM,Binary Search
483,Smallest Good Base,smallest-good-base,HARD,Binary Search
493,Reverse Pairs,reverse-pairs,HARD,Binary Search
497,Random Point in Non-overlapping Rectangles,random-point-in-non-overlapping-rectangles,MEDIUM,Binary Search
528,Random Pick with Weight,random-pick-with-weight,MEDIUM,Binary Search
532,K-diff Pairs in an Array,k-diff-pairs-in-an-array,MEDIUM,Binary Search
540,Single Element in a Sorted Array,single-element-in-a-sorted-array,MEDIUM,Binary Search
611,Valid Triangle Number,valid-triangle-number,MEDIUM,Binary Search
633,Sum of Square Numbers,sum-of-square-numbers,MEDIUM,Binary Search
644,Maximum Average Subarray II,maximum-average-subarray-ii,HARD,Binary Search
658,Find K Closest Elements,find-k-closest-elements,MEDIUM,Binary Search
668,Kth Smallest Number in Multiplication Table,kth-smallest-number-in-multiplication-table,HARD,Binary Search
702,Search in a Sorted Array of Unknown Size,search-in-a-sorted-array-of-unknown-size,MEDIUM,Binary Search
704,Binary Search,binary-search,EASY,Binary Search
710,Random Pick with Blacklist,random-pick-with-blacklist,HARD,Binary Search
713,Subarray Product Less Than K,subarray-product-less-than-k,MEDIUM,Binary Search
719,Find K-th Smallest Pair Distance,find-k-th-smallest-pair-distance,HARD,Binary Search
729,My Calendar I,my-calendar-i,MEDIUM,Binary Search
731,My Calendar II,my-calendar-ii,MEDIUM,Binary Search
732,My Calendar III,my-calendar-iii,HARD,Binary Search
744,Find Smallest Letter Greater Than Target,find-smallest-letter-greater-than-target,EASY,Binary Search
754,Reach a Number,reach-a-number,MEDIUM,Binary Search
774,Minimize Max Distance to Gas Station,minimize-max-distance-to-gas-station,HARD,Binary Search
778,Swim in Rising Water,swim-in-rising-water,HARD,Binary Search
786,K-th Smallest Prime Fraction,k-th-smallest-prime-fraction,MEDIUM,Binary Search
793,Preimage Size of Factorial Zeroes Function,preimage-size-of-factorial-zeroes-function,HARD,Binary Search
825,Friends Of Appropriate Ages,friends-of-appropriate-ages,MEDIUM,Binary Search
826,Most Profit Assigning Work,most-profit-assigning-work,MEDIUM,Binary Search
852,Peak Index in a Mountain Array,peak-index-in-a-mountain-array,MEDIUM,Binary Search
862,Shortest Subarray with Sum at Least K,shortest-subarray-with-sum-at-least-k,HARD,Binary Search
875,Koko Eating Bananas,koko-eating-bananas,MEDIUM,Binary Search
878,Nth Magical Number,nth-magical-number,HARD,Binary Search
888,Fair Candy Swap,fair-candy-swap,EASY,Binary Search
911,Online Election,online-election,MEDIUM,Binary Search
981,Time Based Key-Value Store,time-based-key-value-store,MEDIUM,Binary Search
1004,Max Consecutive Ones III,max-consecutive-ones-iii,MEDIUM,Binary Search
1011,Capacity To Ship Packages Within D Days,capacity-to-ship-packages-within-d-days,MEDIUM,Binary Search
1044,Longest Duplicate Substring,longest-duplicate-substring,HARD,Binary Search
1055,Shortest Way to Form String,shortest-way-to-form-string,MEDIUM,Binary Search
1060,Missing Element in Sorted Array,missing-element-in-sorted-array,MEDIUM,Binary Search
1064,Fixed Point,fixed-point,EASY,Binary Search
1095,Find in Mountain Array,find-in-mountain-array,HARD,Binary Search
1099,Two Sum Less Than K,two-sum-less-than-k,EASY,Binary Search
1102,Path With Maximum Minimum Value,path-with-maximum-minimum-value,MEDIUM,Binary Search
1146,Snapshot Array,snapshot-array,MEDIUM,Binary Search
1150,Check If a Number Is Majority Element in a Sorted Array,check-if-a-number-is-majority-element-in-a-sorted-array,EASY,Binary Search
1157,Online Majority Element In Subarray,online-majority-element-in-subarray,HARD,Binary Search
1170,Compare Strings by Frequency of the Smallest Character,compare-strings-by-frequency-of-the-smallest-character,MEDIUM,Binary Search
1198,Find Smallest Common Element in All Rows,find-smallest-common-element-in-all-rows,MEDIUM,Binary Search
1201,Ugly Number III,ugly-number-iii,MEDIUM,Binary Search
1208,Get Equal Substrings Within Budget,get-equal-substrings-within-budget,MEDIUM,Binary Search
1213,Intersection of Three Sorted Arrays,intersection-of-three-sorted-arrays,EASY,Binary Search
1214,Two Sum BSTs,two-sum-bsts,MEDIUM,Binary Search
1231,Divide Chocolate,divide-chocolate,HARD,Binary Search
1237,Find Positive Integer Solution for a Given Equation,find-positive-integer-solution-for-a-given-equation,MEDIUM,Binary Search
1268,Search Suggestions System,search-suggestions-system,MEDIUM,Binary Search
1283,Find the Smallest Divisor Given a Threshold,find-the-smallest-divisor-given-a-threshold,MEDIUM,Binary Search
1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,MEDIUM,Binary Search
1300,Sum of Mutated Array Closest to Target,sum-of-mutated-array-closest-to-target,MEDIUM,Binary Search
1337,The K Weakest Rows in a Matrix,the-k-weakest-rows-in-a-matrix,EASY,Binary Search
1346,Check If N and Its Double Exist,check-if-n-and-its-double-exist,EASY,Binary Search
1348,Tweet Counts Per Frequency,tweet-counts-per-frequency,MEDIUM,Binary Search
1351,Count Negative Numbers in a Sorted Matrix,count-negative-numbers-in-a-sorted-matrix,EASY,Binary Search
1385,Find the Distance Value Between Two Arrays,find-the-distance-value-between-two-arrays,EASY,Binary Search
1428,Leftmost Column with at Least a One,leftmost-column-with-at-least-a-one,MEDIUM,Binary Search
1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows,find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,HARD,Binary Search
1482,Minimum Number of Days to Make m Bouquets,minimum-number-of-days-to-make-m-bouquets,MEDIUM,Binary Search
1488,Avoid Flood in The City,avoid-flood-in-the-city,MEDIUM,Binary Search
1498,Number of Subsequences That Satisfy the Given Sum Condition,number-of-subsequences-that-satisfy-the-given-sum-condition,MEDIUM,Binary Search
1508,Range Sum of Sorted Subarray Sums,range-sum-of-sorted-subarray-sums,MEDIUM,Binary Search
1521,Find a Value of a Mysterious Function Closest to Target,find-a-value-of-a-mysterious-function-closest-to-target,HARD,Binary Search
1533,Find the Index of the Large Integer,find-the-index-of-the-large-integer,MEDIUM,Binary Search
1539,Kth Missing Positive Number,kth-missing-positive-number,EASY,Binary Search
1552,Magnetic Force Between Two Balls,magnetic-force-between-two-balls,MEDIUM,Binary Search
1562,Find Latest Group of Size M,find-latest-group-of-size-m,MEDIUM,Binary Search
1574,Shortest Subarray to be Removed to Make Array Sorted,shortest-subarray-to-be-removed-to-make-array-sorted,MEDIUM,Binary Search
1608,Special Array With X Elements Greater Than or Equal X,special-array-with-x-elements-greater-than-or-equal-x,EASY,Binary Search
1618,Maximum Font to Fit a Sentence in a Screen,maximum-font-to-fit-a-sentence-in-a-screen,MEDIUM,Binary Search
1631,Path With Minimum Effort,path-with-minimum-effort,MEDIUM,Binary Search
1648,Sell Diminishing-Valued Colored Balls,sell-diminishing-valued-colored-balls,MEDIUM,Binary Search
1649,Create Sorted Array through Instructions,create-sorted-array-through-instructions,HARD,Binary Search
1658,Minimum Operations to Reduce X to Zero,minimum-operations-to-reduce-x-to-zero,MEDIUM,Binary Search
1712,Ways to Split Array Into Three Subarrays,ways-to-split-array-into-three-subarrays,MEDIUM,Binary Search
1713,Minimum Operations to Make a Subsequence,minimum-operations-to-make-a-subsequence,HARD,Binary Search
1739,Building Boxes,building-boxes,HARD,Binary Search
1760,Minimum Limit of Balls in a Bag,minimum-limit-of-balls-in-a-bag,MEDIUM,Binary Search
1782,Count Pairs Of Nodes,count-pairs-of-nodes,HARD,Binary Search
1793,Maximum Score of a Good Subarray,maximum-score-of-a-good-subarray,HARD,Binary Search
1802,Maximum Value at a Given Index in a Bounded Array,maximum-value-at-a-given-index-in-a-bounded-array,MEDIUM,Binary Search
1818,Minimum Absolute Sum Difference,minimum-absolute-sum-difference,MEDIUM,Binary Search
1838,Frequency of the Most Frequent Element,frequency-of-the-most-frequent-element,MEDIUM,Binary Search
1847,Closest Room,closest-room,HARD,Binary Search
1851,Minimum Interval to Include Each Query,minimum-interval-to-include-each-query,HARD,Binary Search
1855,Maximum Distance Between a Pair of Values,maximum-distance-between-a-pair-of-values,MEDIUM,Binary Search
1862,Sum of Floored Pairs,sum-of-floored-pairs,HARD,Binary Search
1870,Minimum Speed to Arrive on Time,minimum-speed-to-arrive-on-time,MEDIUM,Binary Search
1885,Count Pairs in Two Arrays,count-pairs-in-two-arrays,MEDIUM,Binary Search
1889,Minimum Space Wasted From Packaging,minimum-space-wasted-from-packaging,HARD,Binary Search
1891,Cutting Ribbons,cutting-ribbons,MEDIUM,Binary Search
1894,Find the Student that Will Replace the Chalk,find-the-student-that-will-replace-the-chalk,MEDIUM,Binary Search
1898,Maximum Number of Removable Characters,maximum-number-of-removable-characters,MEDIUM,Binary Search
1901,Find a Peak Element II,find-a-peak-element-ii,MEDIUM,Binary Search
1918,Kth Smallest Subarray Sum,kth-smallest-subarray-sum,MEDIUM,Binary Search
1923,Longest Common Subpath,longest-common-subpath,HARD,Binary Search
1954,Minimum Garden Perimeter to Collect Enough Apples,minimum-garden-perimeter-to-collect-enough-apples,MEDIUM,Binary Search
1956,Minimum Time For K Virus Variants to Spread,minimum-time-for-k-virus-variants-to-spread,HARD,Binary Search
1964,Find the Longest Valid Obstacle Course at Each Position,find-the-longest-valid-obstacle-course-at-each-position,HARD,Binary Search
1966,Binary Searchable Numbers in an Unsorted Array,binary-searchable-numbers-in-an-unsorted-array,MEDIUM,Binary Search
1970,Last Day Where You Can Still Cross,last-day-where-you-can-still-cross,HARD,Binary Search
2009,Minimum Number of Operations to Make Array Continuous,minimum-number-of-operations-to-make-array-continuous,HARD,Binary Search
2024,Maximize the Confusion of an Exam,maximize-the-confusion-of-an-exam,MEDIUM,Binary Search
2031,Count Subarrays With More Ones Than Zeros,count-subarrays-with-more-ones-than-zeros,MEDIUM,Binary Search
2040,Kth Smallest Product of Two Sorted Arrays,kth-smallest-product-of-two-sorted-arrays,HARD,Binary Search
2055,Plates Between Candles,plates-between-candles,MEDIUM,Binary Search
2064,Minimized Maximum of Products Distributed to Any Store,minimized-maximum-of-products-distributed-to-any-store,MEDIUM,Binary Search
2070,Most Beautiful Item for Each Query,most-beautiful-item-for-each-query,MEDIUM,Binary Search
2071,Maximum Number of Tasks You Can Assign,maximum-number-of-tasks-you-can-assign,HARD,Binary Search
2080,Range Frequency Queries,range-frequency-queries,MEDIUM,Binary Search
2089,Find Target Indices After Sorting Array,find-target-indices-after-sorting-array,EASY,Binary Search
2106,Maximum Fruits Harvested After at Most K Steps,maximum-fruits-harvested-after-at-most-k-steps,HARD,Binary Search
2111,Minimum Operations to Make the Array K-Increasing,minimum-operations-to-make-the-array-k-increasing,HARD,Binary Search
2137,Pour Water Between Buckets to Make Water Levels Equal,pour-water-between-buckets-to-make-water-levels-equal,MEDIUM,Binary Search
2141,Maximum Running Time of N Computers,maximum-running-time-of-n-computers,HARD,Binary Search
2179,Count Good Triplets in an Array,count-good-triplets-in-an-array,HARD,Binary Search
2187,Minimum Time to Complete Trips,minimum-time-to-complete-trips,MEDIUM,Binary Search
2223,Sum of Scores of Built Strings,sum-of-scores-of-built-strings,HARD,Binary Search
2226,Maximum Candies Allocated to K Children,maximum-candies-allocated-to-k-children,MEDIUM,Binary Search
2234,Maximum Total Beauty of the Gardens,maximum-total-beauty-of-the-gardens,HARD,Binary Search
2250,Count Number of Rectangles Containing Each Point,count-number-of-rectangles-containing-each-point,MEDIUM,Binary Search
2251,Number of Flowers in Full Bloom,number-of-flowers-in-full-bloom,HARD,Binary Search
2258,Escape the Spreading Fire,escape-the-spreading-fire,HARD,Binary Search
2271,Maximum White Tiles Covered by a Carpet,maximum-white-tiles-covered-by-a-carpet,MEDIUM,Binary Search
2286,Booking Concert Tickets in Groups,booking-concert-tickets-in-groups,HARD,Binary Search
2300,Successful Pairs of Spells and Potions,successful-pairs-of-spells-and-potions,MEDIUM,Binary Search
2302,Count Subarrays With Score Less Than K,count-subarrays-with-score-less-than-k,HARD,Binary Search
2332,The Latest Time to Catch a Bus,the-latest-time-to-catch-a-bus,MEDIUM,Binary Search
2333,Minimum Sum of Squared Difference,minimum-sum-of-squared-difference,MEDIUM,Binary Search
2354,Number of Excellent Pairs,number-of-excellent-pairs,HARD,Binary Search
2358,Maximum Number of Groups Entering a Competition,maximum-number-of-groups-entering-a-competition,MEDIUM,Binary Search
2387,Median of a Row Wise Sorted Matrix,median-of-a-row-wise-sorted-matrix,MEDIUM,Binary Search
2389,Longest Subsequence With Limited Sum,longest-subsequence-with-limited-sum,EASY,Binary Search
2398,Maximum Number of Robots Within Budget,maximum-number-of-robots-within-budget,HARD,Binary Search
2411,Smallest Subarrays With Maximum Bitwise OR,smallest-subarrays-with-maximum-bitwise-or,MEDIUM,Binary Search
2424,Longest Uploaded Prefix,longest-uploaded-prefix,MEDIUM,Binary Search
2426,Number of Pairs Satisfying Inequality,number-of-pairs-satisfying-inequality,HARD,Binary Search
2448,Minimum Cost to Make Array Equal,minimum-cost-to-make-array-equal,HARD,Binary Search
2454,Next Greater Element IV,next-greater-element-iv,HARD,Binary Search
2476,Closest Nodes Queries in a Binary Search Tree,closest-nodes-queries-in-a-binary-search-tree,MEDIUM,Binary Search
2498,Frog Jump II,frog-jump-ii,MEDIUM,Binary Search
2513,Minimize the Maximum of Two Arrays,minimize-the-maximum-of-two-arrays,MEDIUM,Binary Search
2517,Maximum Tastiness of Candy Basket,maximum-tastiness-of-candy-basket,MEDIUM,Binary Search
2519,Count the Number of K-Big Indices,count-the-number-of-k-big-indices,HARD,Binary Search
2528,Maximize the Minimum Powered City,maximize-the-minimum-powered-city,HARD,Binary Search
2529,Maximum Count of Positive Integer and Negative Integer,maximum-count-of-positive-integer-and-negative-integer,EASY,Binary Search
2540,Minimum Common Value,minimum-common-value,EASY,Binary Search
2554,Maximum Number of Integers to Choose From a Range I,maximum-number-of-integers-to-choose-from-a-range-i,MEDIUM,Binary Search
2555,Maximize Win From Two Segments,maximize-win-from-two-segments,MEDIUM,Binary Search
2557,Maximum Number of Integers to Choose From a Range II,maximum-number-of-integers-to-choose-from-a-range-ii,MEDIUM,Binary Search
2563,Count the Number of Fair Pairs,count-the-number-of-fair-pairs,MEDIUM,Binary Search
2565,Subsequence With the Minimum Score,subsequence-with-the-minimum-score,HARD,Binary Search
2576,Find the Maximum Number of Marked Indices,find-the-maximum-number-of-marked-indices,MEDIUM,Binary Search
2589,Minimum Time to Complete All Tasks,minimum-time-to-complete-all-tasks,HARD,Binary Search
2594,Minimum Time to Repair Cars,minimum-time-to-repair-cars,MEDIUM,Binary Search
2601,Prime Subtraction Operation,prime-subtraction-operation,MEDIUM,Binary Search
2602,Minimum Operations to Make All Array Elements Equal,minimum-operations-to-make-all-array-elements-equal,MEDIUM,Binary Search
2604,Minimum Time to Eat All Grains,minimum-time-to-eat-all-grains,HARD,Binary Search
2659,Make Array Empty,make-array-empty,HARD,Binary Search
2702,Minimum Operations to Make Numbers Non-positive,minimum-operations-to-make-numbers-non-positive,HARD,Binary Search
2736,Maximum Sum Queries,maximum-sum-queries,HARD,Binary Search
2779,Maximum Beauty of an Array After Applying Operation,maximum-beauty-of-an-array-after-applying-operation,MEDIUM,Binary Search
2790,Maximum Number of Groups With Increasing Length,maximum-number-of-groups-with-increasing-length,HARD,Binary Search
2812,Find the Safest Path in a Grid,find-the-safest-path-in-a-grid,MEDIUM,Binary Search
2817,Minimum Absolute Difference Between Elements With Constraint,minimum-absolute-difference-between-elements-with-constraint,MEDIUM,Binary Search
2819,Minimum Relative Loss After Buying Chocolates,minimum-relative-loss-after-buying-chocolates,HARD,Binary Search
2824,Count Pairs Whose Sum is Less than Target,count-pairs-whose-sum-is-less-than-target,EASY,Binary Search
2831,Find the Longest Equal Subarray,find-the-longest-equal-subarray,MEDIUM,Binary Search
2838,Maximum Coins Heroes Can Collect,maximum-coins-heroes-can-collect,MEDIUM,Binary Search
2856,Minimum Array Length After Pair Removals,minimum-array-length-after-pair-removals,MEDIUM,Binary Search
2861,Maximum Number of Alloys,maximum-number-of-alloys,MEDIUM,Binary Search
2936,Number of Equal Numbers Blocks,number-of-equal-numbers-blocks,MEDIUM,Binary Search
2940,Find Building Where Alice and Bob Can Meet,find-building-where-alice-and-bob-can-meet,HARD,Binary Search
2941,Maximum GCD-Sum of a Subarray,maximum-gcd-sum-of-a-subarray,HARD,Binary Search
2967,Minimum Cost to Make Array Equalindromic,minimum-cost-to-make-array-equalindromic,MEDIUM,Binary Search
2968,Apply Operations to Maximize Frequency Score,apply-operations-to-maximize-frequency-score,HARD,Binary Search
2970,Count the Number of Incremovable Subarrays I,count-the-number-of-incremovable-subarrays-i,EASY,Binary Search
2972,Count the Number of Incremovable Subarrays II,count-the-number-of-incremovable-subarrays-ii,HARD,Binary Search
2981,Find Longest Special Substring That Occurs Thrice I,find-longest-special-substring-that-occurs-thrice-i,MEDIUM,Binary Search
2982,Find Longest Special Substring That Occurs Thrice II,find-longest-special-substring-that-occurs-thrice-ii,MEDIUM,Binary Search
3006,Find Beautiful Indices in the Given Array I,find-beautiful-indices-in-the-given-array-i,MEDIUM,Binary Search
3008,Find Beautiful Indices in the Given Array II,find-beautiful-indices-in-the-given-array-ii,HARD,Binary Search
3048,Earliest Second to Mark Indices I,earliest-second-to-mark-indices-i,MEDIUM,Binary Search
3049,Earliest Second to Mark Indices II,earliest-second-to-mark-indices-ii,HARD,Binary Search
3109,Find the Index of Permutation,find-the-index-of-permutation,MEDIUM,Binary Search
3113,Find the Number of Subarrays Where Boundary Elements Are Maximum,find-the-number-of-subarrays-where-boundary-elements-are-maximum,HARD,Binary Search
3116,Kth Smallest Amount With Single Denomination Combination,kth-smallest-amount-with-single-denomination-combination,HARD,Binary Search
3134,Find the Median of the Uniqueness Array,find-the-median-of-the-uniqueness-array,HARD,Binary Search
3143,Maximum Points Inside the Square,maximum-points-inside-the-square,MEDIUM,Binary Search
3145,Find Products of Elements of Big Array,find-products-of-elements-of-big-array,HARD,Binary Search
3152,Special Array II,special-array-ii,MEDIUM,Binary Search
3155,Maximum Number of Upgradable Servers,maximum-number-of-upgradable-servers,MEDIUM,Binary Search
3161,Block Placement Queries,block-placement-queries,HARD,Binary Search
3171,Find Subarray With Bitwise OR Closest to K,find-subarray-with-bitwise-or-closest-to-k,HARD,Binary Search
3209,Number of Subarrays With AND Value of K,number-of-subarrays-with-and-value-of-k,HARD,Binary Search
3231,Minimum Number of Increasing Subsequence to Be Removed,minimum-number-of-increasing-subsequence-to-be-removed,HARD,Binary Search
3261,Count Substrings That Satisfy K-Constraint II,count-substrings-that-satisfy-k-constraint-ii,HARD,Binary Search
3281,Maximize Score of Numbers in Ranges,maximize-score-of-numbers-in-ranges,MEDIUM,Binary Search
3288,Length of the Longest Increasing Path,length-of-the-longest-increasing-path,HARD,Binary Search
3296,Minimum Number of Seconds to Make Mountain Height Zero,minimum-number-of-seconds-to-make-mountain-height-zero,MEDIUM,Binary Search
3312,Sorted GCD Pair Queries,sorted-gcd-pair-queries,HARD,Binary Search
3323,Minimize Connected Groups by Inserting Interval,minimize-connected-groups-by-inserting-interval,MEDIUM,Binary Search
3344,Maximum Sized Array,maximum-sized-array,MEDIUM,Binary Search
3346,Maximum Frequency of an Element After Performing Operations I,maximum-frequency-of-an-element-after-performing-operations-i,MEDIUM,Binary Search
3347,Maximum Frequency of an Element After Performing Operations II,maximum-frequency-of-an-element-after-performing-operations-ii,HARD,Binary Search
3350,Adjacent Increasing Subarrays Detection II,adjacent-increasing-subarrays-detection-ii,MEDIUM,Binary Search
3356,Zero Array Transformation II,zero-array-transformation-ii,MEDIUM,Binary Search
3357,Minimize the Maximum Adjacent Element Difference,minimize-the-maximum-adjacent-element-difference,HARD,Binary Search
3369,Design an Array Statistics Tracker ,design-an-array-statistics-tracker,HARD,Binary Search
3398,Smallest Substring With Identical Characters I,smallest-substring-with-identical-characters-i,HARD,Binary Search
3399,Smallest Substring With Identical Characters II,smallest-substring-with-identical-characters-ii,HARD,Binary Search
3413,Maximum Coins From K Consecutive Bags,maximum-coins-from-k-consecutive-bags,MEDIUM,Binary Search
3419,Minimize the Maximum Edge Weight of Graph,minimize-the-maximum-edge-weight-of-graph,MEDIUM,Binary Search
3449,Maximize the Minimum Game Score,maximize-the-minimum-game-score,HARD,Binary Search
3453,Separate Squares I,separate-squares-i,MEDIUM,Binary Search
3454,Separate Squares II,separate-squares-ii,HARD,Binary Search
3455,Shortest Matching Substring,shortest-matching-substring,HARD,Binary Search
3464,Maximize the Distance Between Points on a Square,maximize-the-distance-between-points-on-a-square,HARD,Binary Search
3477,Fruits Into Baskets II,fruits-into-baskets-ii,EASY,Binary Search
3479,Fruits Into Baskets III,fruits-into-baskets-iii,MEDIUM,Binary Search
3488,Closest Equal Element Queries,closest-equal-element-queries,MEDIUM,Binary Search
3501,Maximize Active Section with Trade II,maximize-active-section-with-trade-ii,HARD,Binary Search
3508,Implement Router,implement-router,MEDIUM,Binary Search
3520,Minimum Threshold for Inversion Pairs Count,minimum-threshold-for-inversion-pairs-count,MEDIUM,Binary Search
3532,Path Existence Queries in a Graph I,path-existence-queries-in-a-graph-i,MEDIUM,Binary Search
3600,Maximize Spanning Tree Stability with Upgrades,maximize-spanning-tree-stability-with-upgrades,HARD,Binary Search
3605,Minimum Stability Factor of Array,minimum-stability-factor-of-array,HARD,Binary Search
3608,Minimum Time for K Connected Components,minimum-time-for-k-connected-components,MEDIUM,Binary Search
3613,Minimize Maximum Component Cost,minimize-maximum-component-cost,MEDIUM,Binary Search
3633,Earliest Finish Time for Land and Water Rides I,earliest-finish-time-for-land-and-water-rides-i,EASY,Binary Search
3634,Minimum Removals to Balance Array,minimum-removals-to-balance-array,MEDIUM,Binary Search
3635,Earliest Finish Time for Land and Water Rides II,earliest-finish-time-for-land-and-water-rides-ii,MEDIUM,Binary Search
3636,Threshold Majority Queries,threshold-majority-queries,HARD,Binary Search
3639,Minimum Time to Activate String,minimum-time-to-activate-string,MEDIUM,Binary Search
3656,Determine if a Simple Graph Exists,determine-if-a-simple-graph-exists,MEDIUM,Binary Search
3709,Design Exam Scores Tracker,design-exam-scores-tracker,MEDIUM,Binary Search
3710,Maximum Partition Factor,maximum-partition-factor,HARD,Binary Search
3722,Lexicographically Smallest String After Reverse,lexicographically-smallest-string-after-reverse,MEDIUM,Binary Search
3733,Minimum Time to Complete All Deliveries,minimum-time-to-complete-all-deliveries,MEDIUM,Binary Search
3735,Lexicographically Smallest String After Reverse II,lexicographically-smallest-string-after-reverse-ii,HARD,Binary Search
3748,Count Stable Subarrays,count-stable-subarrays,HARD,Binary Search
3759,Count Elements With at Least K Greater Values,count-elements-with-at-least-k-greater-values,MEDIUM,Binary Search
3762,Minimum Operations to Equalize Subarrays,minimum-operations-to-equalize-subarrays,HARD,Binary Search
3766,Minimum Operations to Make Binary Palindrome,minimum-operations-to-make-binary-palindrome,MEDIUM,Binary Search
3771,Total Score of Dungeon Runs,total-score-of-dungeon-runs,MEDIUM,Binary Search
3807,Minimum Cost to Repair Edges to Traverse a Graph,minimum-cost-to-repair-edges-to-traverse-a-graph,MEDIUM,Binary Search
3814,Maximum Capacity Within Budget,maximum-capacity-within-budget,MEDIUM,Binary Search
3824,Minimum K to Reduce Array Within Limit,minimum-k-to-reduce-array-within-limit,MEDIUM,Binary Search
3825,Longest Strictly Increasing Subsequence With Non-Zero Bitwise AND,longest-strictly-increasing-subsequence-with-non-zero-bitwise-and,MEDIUM,Binary Search
2,Add Two Numbers,add-two-numbers,MEDIUM,Recursion
17,Letter Combinations of a Phone Number,letter-combinations-of-a-phone-number,MEDIUM,Recursion
21,Merge Two Sorted Lists,merge-two-sorted-lists,EASY,Recursion
23,Merge k Sorted Lists,merge-k-sorted-lists,HARD,Recursion
24,Swap Nodes in Pairs,swap-nodes-in-pairs,MEDIUM,Recursion
25,Reverse Nodes in k-Group,reverse-nodes-in-k-group,HARD,Recursion
37,Sudoku Solver,sudoku-solver,HARD,Recursion
39,Combination Sum,combination-sum,MEDIUM,Recursion
40,Combination Sum II,combination-sum-ii,MEDIUM,Recursion
46,Permutations,permutations,MEDIUM,Recursion
47,Permutations II,permutations-ii,MEDIUM,Recursion
50,"Pow(x, n)",powx-n,MEDIUM,Recursion
51,N-Queens,n-queens,HARD,Recursion
52,N-Queens II,n-queens-ii,HARD,Recursion
60,Permutation Sequence,permutation-sequence,HARD,Recursion
77,Combinations,combinations,MEDIUM,Recursion
78,Subsets,subsets,MEDIUM,Recursion
79,Word Search,word-search,MEDIUM,Recursion
89,Gray Code,gray-code,MEDIUM,Recursion
90,Subsets II,subsets-ii,MEDIUM,Recursion
93,Restore IP Addresses,restore-ip-addresses,MEDIUM,Recursion
105,Construct Binary Tree from Preorder and Inorder Traversal,construct-binary-tree-from-preorder-and-inorder-traversal,MEDIUM,Recursion
106,Construct Binary Tree from Inorder and Postorder Traversal,construct-binary-tree-from-inorder-and-postorder-traversal,MEDIUM,Recursion
113,Path Sum II,path-sum-ii,MEDIUM,Recursion
126,Word Ladder II,word-ladder-ii,HARD,Recursion
143,Reorder List,reorder-list,MEDIUM,Recursion
148,Sort List,sort-list,MEDIUM,Recursion
169,Majority Element,majority-element,EASY,Recursion
190,Reverse Bits,reverse-bits,EASY,Recursion
191,Number of 1 Bits,number-of-1-bits,EASY,Recursion
203,Remove Linked List Elements,remove-linked-list-elements,EASY,Recursion
206,Reverse Linked List,reverse-linked-list,EASY,Recursion
212,Word Search II,word-search-ii,HARD,Recursion
215,Kth Largest Element in an Array,kth-largest-element-in-an-array,MEDIUM,Recursion
216,Combination Sum III,combination-sum-iii,MEDIUM,Recursion
218,The Skyline Problem,the-skyline-problem,HARD,Recursion
224,Basic Calculator,basic-calculator,HARD,Recursion
231,Power of Two,power-of-two,EASY,Recursion
234,Palindrome Linked List,palindrome-linked-list,EASY,Recursion
247,Strobogrammatic Number II,strobogrammatic-number-ii,MEDIUM,Recursion
248,Strobogrammatic Number III,strobogrammatic-number-iii,HARD,Recursion
254,Factor Combinations,factor-combinations,MEDIUM,Recursion
257,Binary Tree Paths,binary-tree-paths,EASY,Recursion
267,Palindrome Permutation II,palindrome-permutation-ii,MEDIUM,Recursion
273,Integer to English Words,integer-to-english-words,HARD,Recursion
282,Expression Add Operators,expression-add-operators,HARD,Recursion
291,Word Pattern II,word-pattern-ii,MEDIUM,Recursion
301,Remove Invalid Parentheses,remove-invalid-parentheses,HARD,Recursion
306,Additive Number,additive-number,MEDIUM,Recursion
307,Range Sum Query - Mutable,range-sum-query-mutable,MEDIUM,Recursion
320,Generalized Abbreviation,generalized-abbreviation,MEDIUM,Recursion
324,Wiggle Sort II,wiggle-sort-ii,MEDIUM,Recursion
326,Power of Three,power-of-three,EASY,Recursion
342,Power of Four,power-of-four,EASY,Recursion
347,Top K Frequent Elements,top-k-frequent-elements,MEDIUM,Recursion
372,Super Pow,super-pow,MEDIUM,Recursion
390,Elimination Game,elimination-game,MEDIUM,Recursion
394,Decode String,decode-string,MEDIUM,Recursion
395,Longest Substring with At Least K Repeating Characters,longest-substring-with-at-least-k-repeating-characters,MEDIUM,Recursion
401,Binary Watch,binary-watch,EASY,Recursion
411,Minimum Unique Word Abbreviation,minimum-unique-word-abbreviation,HARD,Recursion
425,Word Squares,word-squares,HARD,Recursion
427,Construct Quad Tree,construct-quad-tree,MEDIUM,Recursion
439,Ternary Expression Parser,ternary-expression-parser,MEDIUM,Recursion
489,Robot Room Cleaner,robot-room-cleaner,HARD,Recursion
491,Non-decreasing Subsequences,non-decreasing-subsequences,MEDIUM,Recursion
544,Output Contest Matches,output-contest-matches,MEDIUM,Recursion
